constraint,mode,policy_pretty,num_rules,num_state_literals,num_goal_literals,has_vacuous_goal_predicate,has_disconnected_goal_var,train_solve_rate,eval_solve_rate,progress,steps,noops,current_leaf_score,score_no_step_penalty,score_no_noop_penalty,score_progress_only,score_lexicographic_tuple,solves_B1,solves_B2,solves_B3,solves_B4
none,exhaustive,"ρ_1: Goal[at_robot(?r_0)] ⇒ move(?r_0, ?r_1)",1,0,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: ¬Goal[at_robot(?r_0)] ⇒ move(?r_0, ?r_1)",1,0,1,True,False,0.0,0.0,0.0,10.0,0,-0.1,0.0,-0.1,0.0,"[0.0, 0.0, -10.0, -0.0]",False,False,False,False
none,exhaustive,"ρ_1: Goal[at_robot(?r_1)] ⇒ move(?r_0, ?r_1)",1,0,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: ¬Goal[at_robot(?r_1)] ⇒ move(?r_0, ?r_1)",1,0,1,True,False,0.0,0.0,0.0,10.0,0,-0.1,0.0,-0.1,0.0,"[0.0, 0.0, -10.0, -0.0]",False,False,False,False
none,exhaustive,"ρ_1: Goal[handempty()] ⇒ move(?r_0, ?r_1)",1,0,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: ¬Goal[handempty()] ⇒ move(?r_0, ?r_1)",1,0,1,True,False,0.0,0.0,0.0,10.0,0,-0.1,0.0,-0.1,0.0,"[0.0, 0.0, -10.0, -0.0]",False,False,False,False
none,exhaustive,"ρ_1: ⊤ ⇒ move(?r_0, ?r_1)",1,0,0,False,False,0.0,0.0,0.0,10.0,0,-0.1,0.0,-0.1,0.0,"[0.0, 0.0, -10.0, -0.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_ball(?aux_0, ?r_1) ∧ Goal[at_ball(?aux_0, ?r_0)] ⇒ move(?r_0, ?r_1)",1,2,1,False,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_ball(?aux_0, ?r_1) ∧ ¬Goal[at_ball(?aux_0, ?r_0)] ⇒ move(?r_0, ?r_1)",1,2,1,False,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_ball(?aux_0, ?r_1) ∧ Goal[at_ball(?aux_0, ?r_1)] ⇒ move(?r_0, ?r_1)",1,2,1,False,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_ball(?aux_0, ?r_1) ∧ ¬Goal[at_ball(?aux_0, ?r_1)] ⇒ move(?r_0, ?r_1)",1,2,1,False,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_ball(?aux_0, ?r_1) ∧ Goal[at_robot(?r_0)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_ball(?aux_0, ?r_1) ∧ ¬Goal[at_robot(?r_0)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_ball(?aux_0, ?r_1) ∧ Goal[at_robot(?r_1)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_ball(?aux_0, ?r_1) ∧ ¬Goal[at_robot(?r_1)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_ball(?aux_0, ?r_1) ∧ Goal[carrying(?aux_0)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_ball(?aux_0, ?r_1) ∧ ¬Goal[carrying(?aux_0)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_ball(?aux_0, ?r_1) ∧ Goal[handempty()] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_ball(?aux_0, ?r_1) ∧ ¬Goal[handempty()] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_ball(?aux_0, ?r_1) ⇒ move(?r_0, ?r_1)",1,2,0,False,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_0) ∧ Goal[at_ball(?aux_0, ?r_0)] ⇒ move(?r_0, ?r_1)",1,2,1,False,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_0) ∧ ¬Goal[at_ball(?aux_0, ?r_0)] ⇒ move(?r_0, ?r_1)",1,2,1,False,False,0.0,0.0,0.0,1.0,2,-0.11,-0.1,-0.01,0.0,"[0.0, 0.0, -1.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_0) ∧ Goal[at_ball(?aux_0, ?r_1)] ⇒ move(?r_0, ?r_1)",1,2,1,False,False,0.0,0.0,0.0,1.0,2,-0.11,-0.1,-0.01,0.0,"[0.0, 0.0, -1.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_0) ∧ ¬Goal[at_ball(?aux_0, ?r_1)] ⇒ move(?r_0, ?r_1)",1,2,1,False,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_0) ∧ Goal[at_robot(?r_0)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_0) ∧ ¬Goal[at_robot(?r_0)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,1.0,2,-0.11,-0.1,-0.01,0.0,"[0.0, 0.0, -1.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_0) ∧ Goal[at_robot(?r_1)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_0) ∧ ¬Goal[at_robot(?r_1)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,1.0,2,-0.11,-0.1,-0.01,0.0,"[0.0, 0.0, -1.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_0) ∧ Goal[carrying(?aux_0)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_0) ∧ ¬Goal[carrying(?aux_0)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,1.0,2,-0.11,-0.1,-0.01,0.0,"[0.0, 0.0, -1.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_0) ∧ Goal[handempty()] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_0) ∧ ¬Goal[handempty()] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,1.0,2,-0.11,-0.1,-0.01,0.0,"[0.0, 0.0, -1.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_0) ⇒ move(?r_0, ?r_1)",1,2,0,False,False,0.0,0.0,0.0,1.0,2,-0.11,-0.1,-0.01,0.0,"[0.0, 0.0, -1.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_1) ∧ Goal[at_ball(?aux_0, ?r_0)] ⇒ move(?r_0, ?r_1)",1,2,1,False,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_1) ∧ ¬Goal[at_ball(?aux_0, ?r_0)] ⇒ move(?r_0, ?r_1)",1,2,1,False,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_1) ∧ Goal[at_ball(?aux_0, ?r_1)] ⇒ move(?r_0, ?r_1)",1,2,1,False,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_1) ∧ ¬Goal[at_ball(?aux_0, ?r_1)] ⇒ move(?r_0, ?r_1)",1,2,1,False,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_1) ∧ Goal[at_robot(?r_0)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_1) ∧ ¬Goal[at_robot(?r_0)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_1) ∧ Goal[at_robot(?r_1)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_1) ∧ ¬Goal[at_robot(?r_1)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_1) ∧ Goal[carrying(?aux_0)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_1) ∧ ¬Goal[carrying(?aux_0)] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_1) ∧ Goal[handempty()] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_1) ∧ ¬Goal[handempty()] ⇒ move(?r_0, ?r_1)",1,2,1,True,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ at_robot(?r_1) ⇒ move(?r_0, ?r_1)",1,2,0,False,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ carrying(?aux_0) ∧ Goal[at_ball(?aux_0, ?r_0)] ⇒ move(?r_0, ?r_1)",1,2,1,False,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ carrying(?aux_0) ∧ ¬Goal[at_ball(?aux_0, ?r_0)] ⇒ move(?r_0, ?r_1)",1,2,1,False,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
none,exhaustive,"ρ_1: at_ball(?aux_0, ?r_0) ∧ carrying(?aux_0) ∧ Goal[at_ball(?aux_0, ?r_1)] ⇒ move(?r_0, ?r_1)",1,2,1,False,False,0.0,0.0,0.0,0.0,2,-0.1,-0.1,0.0,0.0,"[0.0, 0.0, -0.0, -2.0]",False,False,False,False
